Name,Description,Regular Price,In Stock?,Tags,Images
Stag Skull Labradorite Electroformed Copper Pendant Necklace,"This stag skull pendant is made with natural blue labradorite, Amazonite stones, and seashells. They are electroplated with copper and tarnished for a dark, antique look. The copper is sealed with an environmentally friendly sealant to maintain appearance.",77,1,"Amazonite,seashell,stag_skull,skull,stag,Bohemian,Labradorite,Electroplated,Electroformed,Iridescent,Copper,Pendant,Hand_made","https://i.etsystatic.com/20733072/r/il/a56619/2508950275/il_fullxfull.2508950275_ssjn.jpg, https://i.etsystatic.com/20733072/r/il/140713/2508950377/il_fullxfull.2508950377_iahp.jpg,	https://i.etsystatic.com/20733072/r/il/1c6ced/2461283958/il_fullxfull.2461283958_9q65.jpg,	https://i.etsystatic.com/20733072/r/il/21a04e/2508950567/il_fullxfull.2508950567_q7nu.jpg,	https://i.etsystatic.com/20733072/r/il/b8aab9/2508950657/il_fullxfull.2508950657_b86a.jpg,	https://i.etsystatic.com/20733072/r/il/e4f72a/2508950771/il_fullxfull.2508950771_bojq.jpg,	https://i.etsystatic.com/20733072/r/il/941ea0/2461284362/il_fullxfull.2461284362_h1j3.jpg,	https://i.etsystatic.com/20733072/r/il/bbcf09/2461284460/il_fullxfull.2461284460_4qtu.jpg"
Palm Leaf Pink Labradorite Electroformed Pendant,This pink labradorite pendant was designed with a single palm leaf accent on the side. The copper is sealed with an environmentally friendly sealant to maintain tarnished appearance.,40,1,"tropical,Hand_made,Pendant,Witch,palm,palm_leaf,pink_stone,Copper,Iridescent,Electroformed,Electroplated,Labradorite,Bohemian","https://i.etsystatic.com/20733072/r/il/7ca76d/2461264434/il_fullxfull.2461264434_chcj.jpg, https://i.etsystatic.com/20733072/r/il/b7c265/2508930861/il_fullxfull.2508930861_fmx5.jpg,	https://i.etsystatic.com/20733072/r/il/f99a5e/2508930939/il_fullxfull.2508930939_e1q5.jpg,	https://i.etsystatic.com/20733072/r/il/53270c/2461264320/il_fullxfull.2461264320_lvzc.jpg,	https://i.etsystatic.com/20733072/r/il/ebfa09/2461264518/il_fullxfull.2461264518_6hfk.jpg,	https://i.etsystatic.com/20733072/r/il/78ca9c/2461264548/il_fullxfull.2461264548_3sg0.jpg,	https://i.etsystatic.com/20733072/r/il/5f50d2/2508931305/il_fullxfull.2508931305_d1rk.jpg,	https://i.etsystatic.com/20733072/r/il/c06383/2508931341/il_fullxfull.2508931341_tvir.jpg,	https://i.etsystatic.com/20733072/r/il/ae1244/2461264666/il_fullxfull.2461264666_krgk.jpg,	https://i.etsystatic.com/20733072/r/il/4948c8/2461264730/il_fullxfull.2461264730_wxxe.jpg"
Fossilized Ammonite Kraken Electroformed Copper Pendant,"🐚🦑✨
Fossilized Ammonite with Kraken Squid Electroformed Copper Pendant. 

Ammonites lived in the sea until they went extinct in the Cretaceous period 66 million years ago! However, these sea dwelling creatures left behind many fossilized specimens that help us gain knowledge, admiration, and appreciation of the past.

The pendant has been sealed with an environmentally friendly sealant to maintain appearance.

Comes on a 22 inch chain with a 2 inch extender chain. However, if you would prefer a shorter or slightly longer chain, I can swap it for you (free of charge, of course!).",72,1,"Ammonite,squid,octopus,kraken,shell,seashell,fossil,fossilized,prettyoddalchemy,geometric,ocean,nautilus,Copper","https://i.etsystatic.com/20733072/r/il/f058d0/3256189130/il_fullxfull.3256189130_nylb.jpg, https://i.etsystatic.com/20733072/r/il/55efbe/3256189200/il_fullxfull.3256189200_r8d7.jpg,	https://i.etsystatic.com/20733072/r/il/2ecf2d/3256189210/il_fullxfull.3256189210_edco.jpg,	https://i.etsystatic.com/20733072/r/il/64536d/3256189218/il_fullxfull.3256189218_5grt.jpg,	https://i.etsystatic.com/20733072/r/il/aced61/3256189214/il_fullxfull.3256189214_n7v6.jpg,	https://i.etsystatic.com/20733072/r/il/13bfff/3303880271/il_fullxfull.3303880271_tofp.jpg,	https://i.etsystatic.com/20733072/r/il/17ec2a/3256189252/il_fullxfull.3256189252_8bli.jpg,	https://i.etsystatic.com/20733072/r/il/80242b/3303880319/il_fullxfull.3303880319_ox8z.jpg,	https://i.etsystatic.com/20733072/r/il/795e33/3256189294/il_fullxfull.3256189294_b486.jpg,	https://i.etsystatic.com/20733072/r/il/d9225e/3256189292/il_fullxfull.3256189292_np1x.jpg"
Lunar Moth Jasper Electroformed Copper Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Jasper stones. The pendant has been sealed with an environmentally friendly sealant to maintain it’s shiny appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,butterfly,lunar,luna,moon,star,stars,jasper,copper,prettyoddalchemy,electroformed,celestial,witch","https://i.etsystatic.com/20733072/r/il/b75034/3303867911/il_fullxfull.3303867911_3ura.jpg, https://i.etsystatic.com/20733072/r/il/d7516a/3256176982/il_fullxfull.3256176982_59eg.jpg,        https://i.etsystatic.com/20733072/r/il/e79acc/3303867771/il_fullxfull.3303867771_blks.jpg,        https://i.etsystatic.com/20733072/r/il/cd8420/3303867823/il_fullxfull.3303867823_kct3.jpg,        https://i.etsystatic.com/20733072/r/il/70a840/3303867907/il_fullxfull.3303867907_t2of.jpg,        https://i.etsystatic.com/20733072/r/il/3d6ee1/3256177064/il_fullxfull.3256177064_rd3v.jpg,        https://i.etsystatic.com/20733072/r/il/ae838d/3303867903/il_fullxfull.3303867903_9yy8.jpg,        https://i.etsystatic.com/20733072/r/il/5a980d/3303867805/il_fullxfull.3303867805_lktp.jpg,        https://i.etsystatic.com/20733072/r/il/be1301/3256177002/il_fullxfull.3256177002_hhh1.jpg,        https://i.etsystatic.com/20733072/r/il/2cd26f/3256177102/il_fullxfull.3256177102_ksrz.jpg"
Lunar Moth Blue Goldstone Electroformed Copper Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Blue Goldstones. The pendant has been sealed with an environmentally friendly sealant to maintain it’s beautiful, shiny appearance.
 
Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,butterfly,lunar,luna,moon,star,stars,blue_goldstone,copper,electroformed,witch,celestial,prettyoddalchemy","https://i.etsystatic.com/20733072/r/il/021d47/3303887505/il_fullxfull.3303887505_rjo8.jpg, https://i.etsystatic.com/20733072/r/il/e7223e/3256196482/il_fullxfull.3256196482_a3i6.jpg,	https://i.etsystatic.com/20733072/r/il/972dd3/3303887545/il_fullxfull.3303887545_auhk.jpg,	https://i.etsystatic.com/20733072/r/il/3f29c4/3256196532/il_fullxfull.3256196532_9fkx.jpg,	https://i.etsystatic.com/20733072/r/il/3ace60/3303887569/il_fullxfull.3303887569_t647.jpg,	https://i.etsystatic.com/20733072/r/il/a2f28b/3303887563/il_fullxfull.3303887563_iuij.jpg,	https://i.etsystatic.com/20733072/r/il/a7c85a/3256196596/il_fullxfull.3256196596_dm5h.jpg,	https://i.etsystatic.com/20733072/r/il/0b214c/3303887639/il_fullxfull.3303887639_bei0.jpg		"
Sunburst Lunar Game Controller Goldstone Electroformed Copper Pendant,"✨🌙
Lunar Game Controller Electroformed Copper Pendant with Goldstone detail. Beautiful golden patina to compliment the Goldstone button.

The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

*Chain has 2 inch extender.",60,1,"Gamer,egirl,e_girl,gamer_controller,moon,star,stars,luna,lunar,copper,Electroformed,Goldstone,celestial","https://i.etsystatic.com/20733072/r/il/4ea697/3252334896/il_fullxfull.3252334896_n2uu.jpg, https://i.etsystatic.com/20733072/r/il/ac32c8/3300021839/il_fullxfull.3300021839_mbju.jpg,	https://i.etsystatic.com/20733072/r/il/851d72/3252334848/il_fullxfull.3252334848_6ru1.jpg,	https://i.etsystatic.com/20733072/r/il/8a713b/3252334878/il_fullxfull.3252334878_aalv.jpg,	https://i.etsystatic.com/20733072/r/il/0b5768/3300021895/il_fullxfull.3300021895_91ia.jpg,	https://i.etsystatic.com/20733072/r/il/bb1956/3300021859/il_fullxfull.3300021859_bvdh.jpg,	https://i.etsystatic.com/20733072/r/il/f605c3/3300021887/il_fullxfull.3300021887_iicv.jpg,	https://i.etsystatic.com/20733072/r/il/552fa1/3252334868/il_fullxfull.3252334868_slhh.jpg,	https://i.etsystatic.com/20733072/r/il/378e09/3252334844/il_fullxfull.3252334844_qe0f.jpg,	https://i.etsystatic.com/20733072/r/il/b5852d/3300021933/il_fullxfull.3300021933_meue.jpg"
Lunar Game Controller Goldstone Electroformed Copper Pendant,"✨🌙
Lunar Game Controller Electroformed Copper Pendant with Goldstone detail. Finished with a beautiful, deep patina to contrast the bright Goldstone buttons.

The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

*Chain has 2 inch extender.",60,1,"Gamer,gamer_controller,goldstone,xbox,moon,star,stars,witch,electroformed,gamer_girl,Egirl,e_girl,choker","https://i.etsystatic.com/20733072/r/il/0d6633/3300019567/il_fullxfull.3300019567_8okw.jpg, https://i.etsystatic.com/20733072/r/il/a859f0/3300019547/il_fullxfull.3300019547_lk35.jpg,	https://i.etsystatic.com/20733072/r/il/32b3c0/3252332484/il_fullxfull.3252332484_m2gc.jpg,	https://i.etsystatic.com/20733072/r/il/c82cd3/3300019541/il_fullxfull.3300019541_23g1.jpg,	https://i.etsystatic.com/20733072/r/il/ef1e8f/3300019507/il_fullxfull.3300019507_hjbe.jpg,	https://i.etsystatic.com/20733072/r/il/f82d21/3300019551/il_fullxfull.3300019551_rg1o.jpg,	https://i.etsystatic.com/20733072/r/il/252424/3252332468/il_fullxfull.3252332468_2ftr.jpg,	https://i.etsystatic.com/20733072/r/il/3823a9/3252332478/il_fullxfull.3252332478_etyd.jpg,	https://i.etsystatic.com/20733072/r/il/24e010/3252332446/il_fullxfull.3252332446_l1ub.jpg,	https://i.etsystatic.com/20733072/r/il/d3a19e/3252332516/il_fullxfull.3252332516_jizm.jpg"
Rainbow Game Controller Amazonite Electroformed Copper Pendant,"🍃🌈Game Controller Electroformed Copper Pendant with Amazonite stone. Beautiful rainbow patina and cute leaf details 🍃
 
The pendant has been sealed with an environmentally friendly sealant to maintain appearance.",60,1,"Gamer,game_Controller,PlayStation,Amazonite,copper,Electroformed,rainbow,leaf,Witch,crystal,gamergirl,choker,E_girl","https://i.etsystatic.com/20733072/r/il/845b90/3299992287/il_fullxfull.3299992287_81sk.jpg, https://i.etsystatic.com/20733072/r/il/fb712d/3252305346/il_fullxfull.3252305346_nsad.jpg,	https://i.etsystatic.com/20733072/r/il/4f08c0/3299992433/il_fullxfull.3299992433_cqi7.jpg,	https://i.etsystatic.com/20733072/r/il/6018b7/3252305366/il_fullxfull.3252305366_7ok9.jpg,	https://i.etsystatic.com/20733072/r/il/dd08a1/3252305352/il_fullxfull.3252305352_rgtn.jpg,	https://i.etsystatic.com/20733072/r/il/16e500/3299992429/il_fullxfull.3299992429_sr71.jpg,	https://i.etsystatic.com/20733072/r/il/290b46/3299992529/il_fullxfull.3299992529_s9r3.jpg,	https://i.etsystatic.com/20733072/r/il/1b9db2/3252305572/il_fullxfull.3252305572_1njp.jpg,	https://i.etsystatic.com/20733072/r/il/1f5e6d/3299992675/il_fullxfull.3299992675_ceqg.jpg,	https://i.etsystatic.com/20733072/r/il/033ade/3299992681/il_fullxfull.3299992681_cjpi.jpg"
Lunar Moth Goldstone Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Blue Goldstone. Finished with a deep patina, in beautiful contrast with the sparkle of the Goldstone. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,star,stars,copper,luna,lunar,goldstone,witch,electroformed,insect,celestial,Crystal","https://i.etsystatic.com/20733072/r/il/68740d/3299986135/il_fullxfull.3299986135_4cxp.jpg, https://i.etsystatic.com/20733072/r/il/9ef487/3252299390/il_fullxfull.3252299390_6iqv.jpg,        https://i.etsystatic.com/20733072/r/il/9fc04b/3299986267/il_fullxfull.3299986267_1mxg.jpg,        https://i.etsystatic.com/20733072/r/il/39a3ac/3299986407/il_fullxfull.3299986407_9fp3.jpg,        https://i.etsystatic.com/20733072/r/il/1a6216/3252299492/il_fullxfull.3252299492_ek93.jpg,        https://i.etsystatic.com/20733072/r/il/7136da/3252299472/il_fullxfull.3252299472_58i7.jpg,        https://i.etsystatic.com/20733072/r/il/6411a6/3252299604/il_fullxfull.3252299604_6j7w.jpg,        https://i.etsystatic.com/20733072/r/il/8d1ae9/3252299746/il_fullxfull.3252299746_sgsw.jpg,        https://i.etsystatic.com/20733072/r/il/5beca6/3299986727/il_fullxfull.3299986727_hez1.jpg,        https://i.etsystatic.com/20733072/r/il/0cd03e/3252299772/il_fullxfull.3252299772_hbgn.jpg"
Blood Moon Lunar Moth Amazonite Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Amazonite stones. Finished with a deep patina of red tones, reminiscent of the blood moon, in beautiful contrast with the baby blue Amazonite. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,luna,lunar,star,stars,blood_moon,red,Fire,firey,witch,amazonite,butterfly","https://i.etsystatic.com/20733072/r/il/efa8c1/3252289930/il_fullxfull.3252289930_ibld.jpg, https://i.etsystatic.com/20733072/r/il/8b10c3/3299976651/il_fullxfull.3299976651_7til.jpg,	https://i.etsystatic.com/20733072/r/il/3e5e24/3252289842/il_fullxfull.3252289842_6uxt.jpg,	https://i.etsystatic.com/20733072/r/il/b457d0/3299976633/il_fullxfull.3299976633_518q.jpg,	https://i.etsystatic.com/20733072/r/il/6dcee5/3252289864/il_fullxfull.3252289864_jz6a.jpg,	https://i.etsystatic.com/20733072/r/il/c4fe70/3299976669/il_fullxfull.3299976669_1vsc.jpg,	https://i.etsystatic.com/20733072/r/il/921988/3299976733/il_fullxfull.3299976733_mip5.jpg,	https://i.etsystatic.com/20733072/r/il/0b22dd/3252289976/il_fullxfull.3252289976_5hdb.jpg,	https://i.etsystatic.com/20733072/r/il/9fc6d2/3299976751/il_fullxfull.3299976751_3os0.jpg,	https://i.etsystatic.com/20733072/r/il/f52204/3252289974/il_fullxfull.3252289974_cjnb.jpg"
Sunburst Lunar Moth Amazonite Copper Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Amazonite stones. Finished with a fiery, sunburst red patina to contrast with the baby blue Amazonite. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,lunar,luna,star,stars,fire,red,amazonite,copper,electroformed,witch,Sunburst","https://i.etsystatic.com/20733072/r/il/1080f6/3299971997/il_fullxfull.3299971997_g6eh.jpg, https://i.etsystatic.com/20733072/r/il/f5deab/3252285280/il_fullxfull.3252285280_8ics.jpg,	https://i.etsystatic.com/20733072/r/il/e78733/3299971945/il_fullxfull.3299971945_h2oi.jpg,	https://i.etsystatic.com/20733072/r/il/809975/3299971965/il_fullxfull.3299971965_fptv.jpg,	https://i.etsystatic.com/20733072/r/il/9fe46a/3252285352/il_fullxfull.3252285352_tmmj.jpg,	https://i.etsystatic.com/20733072/r/il/6dc696/3299971943/il_fullxfull.3299971943_shzq.jpg,	https://i.etsystatic.com/20733072/r/il/da2681/3299971957/il_fullxfull.3299971957_8zjb.jpg,	https://i.etsystatic.com/20733072/r/il/72bb90/3252285228/il_fullxfull.3252285228_38im.jpg,	https://i.etsystatic.com/20733072/r/il/2e965b/3299971897/il_fullxfull.3299971897_9vin.jpg,	https://i.etsystatic.com/20733072/r/il/99d508/3252285360/il_fullxfull.3252285360_8erl.jpg"
Lunar Moth Amazonite Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant  with Amazonite stones. Finished with a deep patina to contrast with the baby blue Amazonite. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,luna,lunar,star,stars,amazonite,crystal,butterfly,insect,copper,electroformed,witch","https://i.etsystatic.com/20733072/r/il/e4e8d2/3299956973/il_fullxfull.3299956973_1fi3.jpg, https://i.etsystatic.com/20733072/r/il/953fde/3252270380/il_fullxfull.3252270380_6cqi.jpg,	https://i.etsystatic.com/20733072/r/il/dcf1f8/3252270458/il_fullxfull.3252270458_autb.jpg,	https://i.etsystatic.com/20733072/r/il/3eab8e/3299957131/il_fullxfull.3299957131_gtw5.jpg,	https://i.etsystatic.com/20733072/r/il/187d8e/3252270454/il_fullxfull.3252270454_1l6s.jpg,	https://i.etsystatic.com/20733072/r/il/9198b6/3252270450/il_fullxfull.3252270450_qyed.jpg	"
Lunar Moth Tigers Eye Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Tiger’s eye stones. Finished with a deep patina to contrast with the bright flash of the Tiger’s eye. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,star,stars,luna,lunar,copper,tigers_eye,butterfly,electroformed,witch,crystal,Pendant","https://i.etsystatic.com/20733072/r/il/e2e0bf/3252250776/il_fullxfull.3252250776_5pk6.jpg, https://i.etsystatic.com/20733072/r/il/c016c9/3299937249/il_fullxfull.3299937249_48ou.jpg,	https://i.etsystatic.com/20733072/r/il/b243f8/3299937335/il_fullxfull.3299937335_3vtt.jpg,	https://i.etsystatic.com/20733072/r/il/f20d1c/3299937293/il_fullxfull.3299937293_hyrt.jpg,	https://i.etsystatic.com/20733072/r/il/783752/3299937269/il_fullxfull.3299937269_pwz7.jpg,	https://i.etsystatic.com/20733072/r/il/78db7d/3299937287/il_fullxfull.3299937287_g29h.jpg,	https://i.etsystatic.com/20733072/r/il/562b96/3252250694/il_fullxfull.3252250694_cczo.jpg,	https://i.etsystatic.com/20733072/r/il/3be3b8/3252250876/il_fullxfull.3252250876_gmww.jpg,	https://i.etsystatic.com/20733072/r/il/f0913a/3252250814/il_fullxfull.3252250814_jvyy.jpg,	https://i.etsystatic.com/20733072/r/il/acb8fc/3252250872/il_fullxfull.3252250872_sm6p.jpg"
Lunar Moth Tigers Eye Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper  Pendant with Tiger’s eye stones. Finished with a deep patina to contrast with the bright flash of the Tiger’s eye. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,Moon,star,stars,luna,lunar,butterfly,Electroformed,copper,tigers_eye,crystal,witch,insect","https://i.etsystatic.com/20733072/r/il/fe8e7a/3252219032/il_fullxfull.3252219032_j1xq.jpg, https://i.etsystatic.com/20733072/r/il/936681/3252218952/il_fullxfull.3252218952_7ekn.jpg,	https://i.etsystatic.com/20733072/r/il/4d5664/3299905975/il_fullxfull.3299905975_r49q.jpg,	https://i.etsystatic.com/20733072/r/il/fc9aaa/3252218948/il_fullxfull.3252218948_8a3p.jpg,	https://i.etsystatic.com/20733072/r/il/62d29e/3252219036/il_fullxfull.3252219036_n7cn.jpg,	https://i.etsystatic.com/20733072/r/il/80838a/3252219022/il_fullxfull.3252219022_lpxb.jpg,	https://i.etsystatic.com/20733072/r/il/cafaa9/3299906021/il_fullxfull.3299906021_9og8.jpg,	https://i.etsystatic.com/20733072/r/il/036d9d/3299906035/il_fullxfull.3299906035_t5ek.jpg,	https://i.etsystatic.com/20733072/r/il/1c8de3/3299906039/il_fullxfull.3299906039_4qzs.jpg"
Lunar Moth Tigers Eye Copper Electroformed Pendant,"✨🌙🦋
Lunar Moth Electroformed Copper Pendant with Tigers eye stones. Finished with a golden patina to compliment the bright flash of the Tigers eye. The pendant has been sealed with an environmentally friendly sealant to maintain appearance. 

Comes on a 15 inch chain with a 2 inch extender chain, meant to be shorter. However, I can swap the pendant to a longer chain (up to 22 inches) if that is your preference (free of charge!😊👍).",68,1,"Moth,moon,star,luna,lunar,butterfly,tigers_eye,lunar_moth,electroformed,copper,Witch,Nature,Insect","https://i.etsystatic.com/20733072/r/il/21b92d/3299897469/il_fullxfull.3299897469_q7p9.jpg, https://i.etsystatic.com/20733072/r/il/395bef/3252210280/il_fullxfull.3252210280_4v9b.jpg,	https://i.etsystatic.com/20733072/r/il/440cf9/3299897467/il_fullxfull.3299897467_qv94.jpg,	https://i.etsystatic.com/20733072/r/il/d64081/3299897451/il_fullxfull.3299897451_4xy5.jpg,	https://i.etsystatic.com/20733072/r/il/b217bf/3252210256/il_fullxfull.3252210256_bgyz.jpg,	https://i.etsystatic.com/20733072/r/il/9ce42f/3299897541/il_fullxfull.3299897541_krzt.jpg,	https://i.etsystatic.com/20733072/r/il/a87dbd/3252210350/il_fullxfull.3252210350_ku4t.jpg,	https://i.etsystatic.com/20733072/r/il/8e9c42/3252210356/il_fullxfull.3252210356_d9hq.jpg,	https://i.etsystatic.com/20733072/r/il/13516c/3299897427/il_fullxfull.3299897427_szzs.jpg,	https://i.etsystatic.com/20733072/r/il/df5674/3299897533/il_fullxfull.3299897533_b0g0.jpg"
Bumblebee Choker Electroformed Copper Pendant Necklace: Dusty Blue,"🐝Beautiful bumblebee pendant choker with textured details. The pendant was electroformed with copper and finished with faux suede dusty blue cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",35,1,"Bumblebee,bee,bumble_bee,Copper,Electroformed,bohemian,boho,unique_gift,choker,pendant,necklace,handmade,dusty_blue","https://i.etsystatic.com/20733072/r/il/f37d48/2716709970/il_fullxfull.2716709970_5nmx.jpg, https://i.etsystatic.com/20733072/r/il/25104c/2764390051/il_fullxfull.2764390051_it6h.jpg,        https://i.etsystatic.com/20733072/r/il/6a69f6/2716710090/il_fullxfull.2716710090_hf21.jpg,        https://i.etsystatic.com/20733072/r/il/14b580/2716709836/il_fullxfull.2716709836_2wi4.jpg,        https://i.etsystatic.com/20733072/r/il/07e671/2716709992/il_fullxfull.2716709992_c2hc.jpg,        https://i.etsystatic.com/20733072/r/il/04b95e/2716709882/il_fullxfull.2716709882_hujo.jpg,        https://i.etsystatic.com/20733072/r/il/bcb626/2716710024/il_fullxfull.2716710024_f0m9.jpg,        https://i.etsystatic.com/20733072/r/il/05a28e/2716710036/il_fullxfull.2716710036_6gro.jpg,        https://i.etsystatic.com/20733072/r/il/1bc08c/2764389841/il_fullxfull.2764389841_h7ad.jpg"
Moth Choker Electroformed Copper Pendant Necklace: Periwinkle,"🦋Beautiful moth pendant choker with textured moon details on the wings. The pendant was electroformed with copper and finished with faux suede periwinkle cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",40,1,"Moth,butterfly,copper,pendant,necklace,choker,bug,electroformed,boho,witchy,unique_gift,periwinkle,bohemian","https://i.etsystatic.com/20733072/r/il/499d7d/2764292963/il_fullxfull.2764292963_2s3h.jpg, https://i.etsystatic.com/20733072/r/il/01cb61/2763371203/il_fullxfull.2763371203_h7hx.jpg,	https://i.etsystatic.com/20733072/r/il/619702/2763371325/il_fullxfull.2763371325_q4zn.jpg,	https://i.etsystatic.com/20733072/r/il/b24a2b/2715689676/il_fullxfull.2715689676_hfod.jpg,	https://i.etsystatic.com/20733072/r/il/0702f5/2715689610/il_fullxfull.2715689610_nwdv.jpg,	https://i.etsystatic.com/20733072/r/il/09402c/2715689656/il_fullxfull.2715689656_9gge.jpg,	https://i.etsystatic.com/20733072/r/il/9dccad/2715689704/il_fullxfull.2715689704_ctqf.jpg,	https://i.etsystatic.com/20733072/r/il/b5a64d/2763371373/il_fullxfull.2763371373_psoe.jpg,	https://i.etsystatic.com/20733072/r/il/7f4567/2715689732/il_fullxfull.2715689732_ef1c.jpg,	https://i.etsystatic.com/20733072/r/il/7f159f/2763371381/il_fullxfull.2763371381_ew4i.jpg"
Moth Choker Electroformed Copper Pendant Necklace: Midnight Blue,"🦋Beautiful moth pendant choker with textured moon details on the wings. The pendant was electroformed with copper and finished with faux suede midnight blue cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",40,1,"Moth,butterfly,copper,pendant,necklace,choker,electroformed,moon,witchy,boho,bohemian,unique_gift,midnight_blue","https://i.etsystatic.com/20733072/r/il/dd6bfe/2715682360/il_fullxfull.2715682360_6gra.jpg, https://i.etsystatic.com/20733072/r/il/370d9b/2763363903/il_fullxfull.2763363903_25bb.jpg,	https://i.etsystatic.com/20733072/r/il/e2d826/2715682372/il_fullxfull.2715682372_c8l4.jpg,	https://i.etsystatic.com/20733072/r/il/1aa9e2/2715682328/il_fullxfull.2715682328_elo9.jpg,	https://i.etsystatic.com/20733072/r/il/6e127e/2715682408/il_fullxfull.2715682408_o7du.jpg,	https://i.etsystatic.com/20733072/r/il/71c5f7/2715682368/il_fullxfull.2715682368_ny5f.jpg,	https://i.etsystatic.com/20733072/r/il/75293e/2763363839/il_fullxfull.2763363839_q4ss.jpg,	https://i.etsystatic.com/20733072/r/il/33b381/2715682382/il_fullxfull.2715682382_3due.jpg,	https://i.etsystatic.com/20733072/r/il/1b5a0c/2715682394/il_fullxfull.2715682394_ponm.jpg,	https://i.etsystatic.com/20733072/r/il/177396/2715682396/il_fullxfull.2715682396_hvxd.jpg"
Bumblebee Choker Electroformed Copper Pendant Necklace: Midnight Blue,"🐝Beautiful bumblebee pendant choker with textured details. The pendant was electroformed with copper and finished with faux suede midnight blue cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",35,1,"Bumblebee,bee,Pendant,necklace,choker,boho,witchy,electroformed,copper,bug,honey_bee,bumble_bee,midnight_blue","https://i.etsystatic.com/20733072/r/il/da6d62/2715650620/il_fullxfull.2715650620_a79j.jpg, https://i.etsystatic.com/20733072/r/il/5c0463/2763332159/il_fullxfull.2763332159_if12.jpg,	https://i.etsystatic.com/20733072/r/il/23c544/2763332417/il_fullxfull.2763332417_6hmw.jpg,	https://i.etsystatic.com/20733072/r/il/70579e/2763332547/il_fullxfull.2763332547_6i91.jpg,	https://i.etsystatic.com/20733072/r/il/0b2d7c/2763332677/il_fullxfull.2763332677_7kfl.jpg,	https://i.etsystatic.com/20733072/r/il/441c16/2715651196/il_fullxfull.2715651196_mxn7.jpg,	https://i.etsystatic.com/20733072/r/il/a4c9b9/2763332989/il_fullxfull.2763332989_2eme.jpg,	https://i.etsystatic.com/20733072/r/il/bbab04/2763333147/il_fullxfull.2763333147_pffr.jpg,	https://i.etsystatic.com/20733072/r/il/9d649f/2715651644/il_fullxfull.2715651644_bx2o.jpg"
